id,trim,subTrim,condition,isOneOwner,mileage,mileageRd,age,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price
5045,550,unsp,New,FALSE,10,10000,2,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,54,110232.5838
5046,550,unsp,Used,FALSE,61111,61111,9,Black,5.5,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,63,28159.49276
5047,550,unsp,New,FALSE,5,10000,1,Green,4.6,Gasoline,CA,Pac,unsp,unsp,18,81,113899.8319
5048,550,unsp,CPO,FALSE,30994,30994,4,Silver,4.6,Gasoline,MS,ESC,Premium,Alloy,unsp,62,58240.44856
5049,550,unsp,New,FALSE,1,10000,1,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,68,112352.1113
5050,550,unsp,New,FALSE,7,10000,1,White,4.6,Gasoline,NY,Mid,unsp,unsp,19,4,113581.1196
5051,550,unsp,CPO,TRUE,28197,28197,6,Black,5.5,Gasoline,NJ,Mid,unsp,unsp,unsp,23,52227.81802
5052,500,unsp,Used,FALSE,37113,37113,10,Silver,5,Gasoline,CA,Pac,unsp,unsp,unsp,77,22172.23146
5053,550,unsp,Used,FALSE,11390,11390,3,Black,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,90,66271.45159
5054,430,unsp,Used,FALSE,154948,150000,12,Blue,4.3,Gasoline,NJ,Mid,Bose,Alloy,17,48,8149.996459
5055,550,unsp,Used,FALSE,98273,98273,8,White,5.5,Gasoline,VA,SoA,unsp,Alloy,unsp,57,28315.88109
5056,550,unsp,CPO,FALSE,20166,20166,3,Black,4.6,Gasoline,CO,Mtn,unsp,Alloy,unsp,81,65513.18378
5057,550,unsp,New,FALSE,21,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,115534.2728
5058,550,unsp,New,FALSE,11,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,111546.1321
5059,320,unsp,Used,FALSE,138060,138060,19,unsp,3.2,Gasoline,MD,SoA,unsp,unsp,unsp,9,4966.321602
5060,500,unsp,Used,FALSE,77415,77415,16,Gold,5,Gasoline,TX,WSC,Premium,Alloy,unsp,59,11354.94122
5061,550,unsp,Used,FALSE,13526,13526,3,Black,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,3,67461.38978
5062,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,3,110155.2651
5063,500,unsp,Used,FALSE,172858,165000,15,Black,5,Gasoline,GA,SoA,unsp,unsp,unsp,1,6725.157732
5064,550,unsp,New,FALSE,16,10000,1,Blue,4.6,Gasoline,IL,ENC,Premium,Alloy,19,79,112232.593
5065,500,unsp,Used,FALSE,197424,195000,16,White,5,Gasoline,SC,SoA,unsp,unsp,unsp,0,6737.575451
5066,550,unsp,Used,FALSE,135109,135109,9,Gray,5.5,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,6,21165.9475
5067,550,unsp,Used,FALSE,37082,37082,6,Black,5.5,Gasoline,NY,Mid,Harman Kardon,unsp,20,63,45471.60901
5068,350,unsp,CPO,FALSE,3100,10000,3,Black,3,Diesel,KY,ESC,unsp,unsp,unsp,38,74848.34006
5069,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,113019.6158
5070,63 AMG,unsp,Used,TRUE,19595,19595,3,Black,5.5,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,78,87963.35376
5071,550,unsp,Used,FALSE,18431,18431,5,Black,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,54,53263.99011
5072,550,unsp,Used,TRUE,57932,57932,6,White,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,76,39970.46202
5073,550,unsp,CPO,FALSE,32626,32626,6,Blue,5.5,Gasoline,NJ,Mid,unsp,Alloy,unsp,59,50205.70255
5074,63 AMG,unsp,CPO,FALSE,7936,10000,4,White,5.5,Gasoline,NC,SoA,unsp,Alloy,unsp,60,98614.5595
5075,550,unsp,Used,FALSE,55812,55812,7,Black,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,53,35398.20582
5076,550,unsp,CPO,FALSE,25311,25311,6,Gray,5.5,Gasoline,LA,WSC,Premium,Alloy,unsp,70,51649.99789
5077,550,unsp,New,FALSE,16,10000,2,White,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,64,111609.6632
5078,550,unsp,Used,TRUE,15501,15501,3,Silver,4.6,Gasoline,TX,WSC,Premium,Alloy,unsp,82,67030.47201
5079,550,unsp,Used,FALSE,46476,46476,5,Black,5.5,Gasoline,PA,Mid,Premium,Alloy,unsp,78,44479.68269
5080,550,unsp,New,FALSE,9,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,2,112821.7567
5081,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,NJ,Mid,unsp,Alloy,18,83,112923.5279
5082,550,unsp,Used,FALSE,23693,23693,5,Black,5.5,Gasoline,MA,New,Harman Kardon,unsp,unsp,65,53009.69284
5083,550,unsp,New,FALSE,7,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,14,110212.3478
5084,550,unsp,New,FALSE,7431,10000,2,unsp,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,75,106223.3047
5085,430,unsp,Used,FALSE,143000,143000,16,unsp,4.3,Gasoline,CA,Pac,Bose,Chrome,unsp,21,7049.320509
5086,550,unsp,Used,FALSE,42337,42337,5,Black,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,56,48006.43446
5087,550,unsp,CPO,FALSE,53582,53582,6,Black,5.5,Gasoline,VA,SoA,unsp,unsp,unsp,12,45024.27856
5088,320,unsp,Used,FALSE,136650,136650,18,White,3.2,Gasoline,NC,SoA,unsp,unsp,unsp,19,6024.674029
5089,320,unsp,Used,FALSE,85306,85306,17,Gold,3.2,Gasoline,FL,SoA,unsp,Alloy,unsp,28,7442.592028
5090,350,unsp,Used,FALSE,4500,10000,4,Black,3,Diesel,MO,WNC,Harman Kardon,Alloy,18,64,64687.97055
5091,500,unsp,Used,FALSE,101165,101165,14,Silver,5,Gasoline,PA,Mid,unsp,Alloy,unsp,48,9219.562635
5092,550,unsp,Used,FALSE,37296,37296,6,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,23,45797.53754
5093,430,unsp,Used,FALSE,137242,137242,10,Silver,4.3,Gasoline,NV,Mtn,Premium,unsp,unsp,32,11844.64529
5094,500,unsp,Used,FALSE,165600,165000,15,Black,5,Gasoline,CO,Mtn,unsp,Alloy,unsp,18,7334.57833
5095,550,unsp,Used,FALSE,29465,29465,3,White,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,64,60686.87535
5096,550,unsp,Used,FALSE,90345,90345,9,Black,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,35,25587.52186
5097,350,unsp,Used,FALSE,10645,10645,3,Gray,3,Diesel,OK,WSC,Harman Kardon,Alloy,unsp,77,61742.76221
5098,550,unsp,New,FALSE,149,10000,1,Black,4.7,Gasoline,TN,ESC,unsp,unsp,unsp,1,139647.9074
5099,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,19,7,108757.6242
5100,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,81,112128.4263
5101,550,unsp,Used,FALSE,38511,38511,4,Silver,4.6,Gasoline,NH,New,Bang Olufsen,Alloy,unsp,56,54574.58884
5102,550,unsp,Used,FALSE,46669,46669,4,Silver,4.6,Gasoline,MS,ESC,unsp,unsp,unsp,85,47289.99662
5103,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,WA,Pac,Premium,Alloy,unsp,66,113636.8223
5104,550,unsp,CPO,FALSE,37504,37504,5,White,5.5,Gasoline,NC,SoA,Premium,Alloy,unsp,35,54128.45266
5105,550,unsp,New,FALSE,1,10000,1,Silver,4.6,Gasoline,OR,Pac,Premium,Alloy,unsp,75,110404.958
5106,430,unsp,Used,FALSE,128300,128300,10,Black,4.3,Gasoline,CA,Pac,Bose,unsp,unsp,46,11918.59383
5107,550,unsp,New,FALSE,12,10000,1,Blue,4.6,Gasoline,NJ,Mid,unsp,unsp,unsp,5,112376.3307
5108,63 AMG,unsp,New,FALSE,12,10000,1,Black,5.5,Gasoline,AL,ESC,Premium,Alloy,20,81,162962.5138
5109,550,unsp,Used,FALSE,50010,50010,5,Black,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,33,45038.52056
5110,550,unsp,New,FALSE,16,10000,2,unsp,4.6,Gasoline,NC,SoA,unsp,unsp,18,18,111072.219
5111,320,unsp,Used,FALSE,101054,101054,20,White,3.2,Gasoline,CA,Pac,unsp,unsp,unsp,1,7095.190357
5112,550,unsp,Used,TRUE,56147,56147,9,Silver,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0,31938.61982
5113,550,unsp,New,FALSE,21,10000,1,Silver,4.6,Gasoline,MA,New,unsp,unsp,19,11,111912.9717
5114,550,unsp,Used,TRUE,49921,49921,9,Black,5.5,Gasoline,NH,New,Harman Kardon,unsp,unsp,70,29226.90308
5115,550,unsp,Used,TRUE,18754,18754,3,White,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,67,65163.40226
5116,550,unsp,Used,FALSE,95766,95766,8,Black,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,42,27113.50938
5117,550,unsp,Used,FALSE,42960,42960,5,White,5.5,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,86,45800.483
5118,550,unsp,New,FALSE,25,10000,1,Silver,4.6,Gasoline,HI,Pac,Premium,Alloy,unsp,68,112013.0058
5119,500,unsp,Used,FALSE,108664,108664,15,Gray,5,Gasoline,IL,ENC,unsp,Alloy,unsp,31,7967.376084
5120,430,unsp,Used,FALSE,157000,150000,15,Black,4.3,Gasoline,TX,WSC,Premium,Alloy,unsp,49,5821.309241
5121,550,unsp,Used,FALSE,99784,99784,9,unsp,5.5,Gasoline,SC,SoA,Premium,Alloy,unsp,52,24026.58844
5122,500,unsp,Used,FALSE,200000,195000,15,unsp,5,Gasoline,IL,ENC,Bose,Alloy,unsp,59,6063.782743
5123,550,unsp,New,FALSE,13,10000,2,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,110747.1641
5124,550,unsp,New,FALSE,16,10000,1,Silver,4.6,Gasoline,IL,ENC,Premium,Alloy,19,74,110876.5148
5125,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,113042.1175
5126,550,unsp,Used,FALSE,31735,31735,7,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,5,39300.34457
5127,320,unsp,Used,FALSE,141251,141251,20,White,3.2,Gasoline,FL,SoA,unsp,Alloy,unsp,16,5751.960011
5128,65 AMG,unsp,Used,FALSE,15421,15421,9,Red,6,Gasoline,NV,Mtn,unsp,unsp,unsp,3,76228.53716
5129,63 AMG,unsp,New,FALSE,12,10000,1,unsp,5.5,Gasoline,FL,SoA,Premium,unsp,20,66,169061.6979
5130,550,unsp,New,FALSE,34,10000,2,White,4.6,Gasoline,MA,New,unsp,unsp,19,13,111261.8803
5131,550,unsp,Used,FALSE,28252,28252,7,White,5.5,Gasoline,NY,Mid,Premium,unsp,unsp,43,41806.19562
5132,550,unsp,Used,FALSE,43903,43903,5,Silver,5.5,Gasoline,VA,SoA,Premium,unsp,unsp,45,45051.71266
5133,550,unsp,Used,FALSE,89312,89312,7,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,56,29729.09054
5134,550,unsp,Used,TRUE,44007,44007,7,Silver,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,38,35874.38459
5135,420,unsp,Used,FALSE,111063,111063,18,Beige,4.2,Gasoline,TX,WSC,Premium,Alloy,unsp,39,5031.63354
5136,550,unsp,New,FALSE,30,10000,2,White,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,111330.2721
5137,550,unsp,Used,FALSE,20667,20667,4,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,59,57848.86689
5138,550,unsp,Used,TRUE,56333,56333,4,Black,4.6,Gasoline,MS,ESC,unsp,unsp,unsp,85,46791.27105
5139,550,unsp,CPO,FALSE,30771,30771,6,Black,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,20,51715.83326
5140,550,unsp,Used,TRUE,55336,55336,4,Silver,4.6,Gasoline,FL,SoA,Premium,Alloy,18,72,45920.14869
5141,430,unsp,Used,FALSE,117395,117395,12,Silver,4.3,Gasoline,CO,Mtn,unsp,unsp,unsp,5,11016.93839
5142,430,unsp,Used,FALSE,120432,120432,10,White,4.3,Gasoline,SC,SoA,Premium,Alloy,unsp,54,13384.33571
5143,550,unsp,CPO,TRUE,57561,57561,7,White,5.5,Gasoline,OK,WSC,Premium,Alloy,unsp,73,37609.15659
5144,550,unsp,New,FALSE,8,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,19,23,115232.8675
5145,550,unsp,New,FALSE,12,10000,2,Black,4.6,Gasoline,MA,New,unsp,unsp,unsp,61,110693.2878
5146,430,unsp,Used,FALSE,48620,48620,14,Black,4.3,Gasoline,NY,Mid,Bose,Alloy,unsp,71,12102.30192
5147,550,unsp,Used,FALSE,66153,66153,7,White,5.5,Gasoline,NJ,Mid,unsp,unsp,unsp,6,34449.44689
5148,550,unsp,Used,TRUE,17641,17641,5,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0,54762.71806
5149,430,unsp,Used,FALSE,111022,111022,13,Black,4.3,Gasoline,KY,ESC,unsp,unsp,unsp,45,9858.387737
5150,550,unsp,New,FALSE,9,10000,1,White,4.6,Gasoline,TX,WSC,unsp,unsp,20,21,115706.1356
5151,550,unsp,New,FALSE,16,10000,1,Black,4.6,Gasoline,GA,SoA,Premium,Alloy,19,83,114394.5123
5152,550,unsp,New,FALSE,16,10000,1,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,0,113182.3355
5153,55 AMG,unsp,Used,FALSE,109383,109383,12,Black,5.4,Gasoline,CA,Pac,Premium,Alloy,unsp,58,13985.84346
5154,550,unsp,CPO,FALSE,26683,26683,4,Silver,4.6,Gasoline,NC,SoA,Premium,Alloy,unsp,61,60961.96235
5155,430,unsp,Used,FALSE,101635,101635,10,Silver,4.3,Gasoline,WA,Pac,Bose,Alloy,unsp,29,14033.6139
5156,550,unsp,Used,TRUE,49545,49545,7,Black,5.5,Gasoline,NH,New,Premium,Alloy,unsp,67,36253.70585
5157,430,unsp,Used,FALSE,206366,195000,16,Silver,4.3,Gasoline,GA,SoA,Premium,unsp,unsp,36,5689.494933
5158,550,unsp,Used,FALSE,92661,92661,8,Blue,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,45,27466.41861
5159,550,unsp,Used,FALSE,93789,93789,9,Silver,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,8,24336.62172
5160,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,113268.4597
5161,500,unsp,Used,FALSE,111119,111119,10,Silver,5,Gasoline,CT,New,unsp,unsp,unsp,0,14633.2286
5162,550,unsp,Used,FALSE,81515,81515,9,White,5.5,Gasoline,IL,ENC,unsp,unsp,unsp,10,27107.85349
5163,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,30,113294.9669
5164,550,unsp,CPO,FALSE,5440,10000,3,Silver,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,35,75659.28992
5165,550,unsp,Used,FALSE,64842,64842,7,Black,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,27,33688.33344
5166,500,unsp,Used,FALSE,82149,82149,13,Black,5,Gasoline,WA,Pac,unsp,Alloy,unsp,53,13042.25123
5167,550,unsp,Used,FALSE,24775,24775,5,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,30,52593.23568
5168,550,unsp,Used,TRUE,75320,75320,6,Gray,5.5,Gasoline,NJ,Mid,unsp,unsp,unsp,66,37956.80399
5169,550,unsp,CPO,FALSE,66158,66158,7,Black,5.5,Gasoline,NH,New,Harman Kardon,unsp,unsp,60,38325.84444
5170,430,unsp,Used,FALSE,100466,100466,10,Black,4.3,Gasoline,MA,New,Bose,Alloy,unsp,48,13543.21991
5171,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,19,84,113705.7905
5172,550,unsp,Used,TRUE,7153,10000,3,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,2,74900.10949
5173,550,unsp,Used,FALSE,62954,62954,7,White,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,57,34994.45566
5174,550,unsp,Used,FALSE,53210,53210,6,Black,5.5,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,57,41705.96179
5175,550,unsp,Used,FALSE,23489,23489,6,Gray,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,77,46179.78786
5176,550,unsp,Used,TRUE,55715,55715,5,Black,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,70,43553.75946
5177,500,unsp,Used,FALSE,171883,165000,16,Black,5,Gasoline,TX,WSC,Premium,unsp,unsp,35,6349.006653
5178,550,unsp,Used,FALSE,21678,21678,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,42,85966.63664
5179,550,unsp,New,FALSE,58,10000,1,Black,4.6,Gasoline,AL,ESC,Premium,Alloy,19,75,112266.0422
5180,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,69,111889.136
5181,550,unsp,Used,TRUE,15256,15256,3,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,0,68481.60043
5182,550,unsp,New,FALSE,33,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,112649.0171
5183,550,unsp,New,FALSE,14,10000,1,Blue,4.6,Gasoline,FL,SoA,Premium,unsp,19,74,112402.056
5184,550,unsp,New,FALSE,47,10000,2,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,112044.7189
5185,500,unsp,Used,FALSE,94175,94175,11,Gray,5,Gasoline,KY,ESC,Bose,Alloy,unsp,58,13482.43789
5186,550,unsp,New,FALSE,1991,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,115098.2937
5187,550,unsp,New,FALSE,5,10000,1,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,19,3,112480.9167
5188,550,unsp,New,FALSE,4618,10000,1,Blue,4.6,Gasoline,MA,New,unsp,unsp,19,18,113559.7085
5189,550,unsp,New,FALSE,6,10000,1,White,4.6,Gasoline,NY,Mid,unsp,unsp,18,95,113807.237
5190,500,unsp,Used,FALSE,94427,94427,12,Red,5,Gasoline,TX,WSC,unsp,unsp,unsp,57,12868.6855
5191,550,unsp,Used,FALSE,74243,74243,9,Black,5.5,Gasoline,NJ,Mid,Premium,unsp,unsp,37,27569.39519
5192,550,unsp,New,FALSE,11,10000,2,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,70,109155.2597
5193,550,unsp,New,FALSE,9,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,Alloy,18,90,117679.8449
5194,550,unsp,New,FALSE,16,10000,2,Gray,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,61,110643.7437
5195,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,113015.2618
5196,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,113268.4597
5197,500,unsp,Used,FALSE,73600,73600,11,Gray,5,Gasoline,TX,WSC,Premium,unsp,unsp,37,16094.44195
5198,550,unsp,Used,FALSE,52602,52602,5,Black,5.5,Gasoline,GA,SoA,Premium,Alloy,unsp,45,44633.32107
5199,550,unsp,New,FALSE,11,10000,1,Green,4.6,Gasoline,AL,ESC,Premium,unsp,unsp,37,111948.7249
5200,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,111130.937
5201,420,unsp,Used,FALSE,181424,180000,18,Silver,4.2,Gasoline,GA,SoA,unsp,Alloy,unsp,18,4597.509274
5202,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,111566.6334
5203,550,unsp,Used,TRUE,78305,78305,9,Silver,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,34,26722.49335
5204,550,unsp,Used,FALSE,30383,30383,6,Gray,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,13,46016.9129
5205,550,unsp,New,FALSE,15,10000,2,Blue,4.6,Gasoline,GA,SoA,unsp,Alloy,18,54,110095.5248
5206,550,unsp,Used,FALSE,63238,63238,9,Gray,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,23,28221.39615
5207,500,unsp,Used,FALSE,148073,148073,10,Beige,5,Gasoline,CO,Mtn,Bose,Alloy,unsp,48,13334.21996
5208,550,unsp,Used,FALSE,60990,60990,5,White,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,63,44256.42072
5209,55 AMG,unsp,Used,FALSE,53444,53444,13,Silver,5.4,Gasoline,AZ,Mtn,Premium,Alloy,unsp,54,19410.51694
5210,350,unsp,Used,FALSE,108500,108500,22,Silver,3.5,Diesel,HI,Pac,unsp,unsp,unsp,31,6681.450368
5211,550,unsp,Used,FALSE,96053,96053,9,Black,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,48,23847.16126
5212,550,unsp,Used,FALSE,49679,49679,7,Black,5.5,Gasoline,AZ,Mtn,Harman Kardon,Alloy,unsp,60,35789.98001
5213,550,unsp,New,FALSE,18,10000,1,Silver,4.6,Gasoline,AL,ESC,Premium,Alloy,19,77,111015.1019
5214,550,unsp,New,FALSE,3,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,91,117258.1257
5215,550,unsp,Used,FALSE,38867,38867,8,White,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,63,39718.69787
5216,550,unsp,CPO,TRUE,21156,21156,3,White,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,70,67615.80513
5217,550,unsp,New,FALSE,13,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,unsp,unsp,90,114846.9126
5218,550,unsp,New,FALSE,5,10000,1,Blue,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,68,112399.8454
5219,550,unsp,New,FALSE,8,10000,1,White,4.6,Gasoline,OH,ENC,unsp,unsp,unsp,1,113469.2932
5220,550,unsp,Used,FALSE,16430,16430,5,White,5.5,Gasoline,OR,Pac,Harman Kardon,Alloy,unsp,30,54520.42256
5221,550,unsp,Used,TRUE,23495,23495,4,Black,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,94,54740.65514
5222,500,unsp,Used,FALSE,55900,55900,13,Blue,5,Gasoline,MA,New,unsp,Alloy,unsp,32,14926.28843
5223,550,unsp,New,FALSE,20,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,Alloy,18,63,113609.0781
5224,63 AMG,unsp,New,FALSE,55,10000,1,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,65,163872.6732
5225,550,unsp,Used,FALSE,48244,48244,3,Black,4.6,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,44,53202.49781
5226,500,unsp,Used,FALSE,147000,147000,15,Silver,5,Gasoline,GA,SoA,unsp,Alloy,unsp,20,7859.184829
5227,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,111130.937
5228,550,unsp,New,FALSE,9,10000,2,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,0,110424.3497
5229,500,unsp,Used,FALSE,132469,132469,12,Silver,5,Gasoline,IL,ENC,unsp,Alloy,unsp,53,10542.29208
5230,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,113019.6158
5231,550,unsp,Used,FALSE,40149,40149,5,Silver,5.5,Gasoline,FL,SoA,Premium,unsp,unsp,40,48182.65936
5232,550,unsp,Used,FALSE,17648,17648,3,Black,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,91,62520.0702
5233,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,LA,WSC,Premium,unsp,unsp,67,111560.5913
5234,430,unsp,Used,TRUE,122022,122022,16,Gold,4.3,Gasoline,FL,SoA,unsp,Alloy,unsp,20,7972.465412
5235,550,unsp,Used,FALSE,51493,51493,6,Blue,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,31,41263.2522
5236,550,unsp,Used,FALSE,65537,65537,7,Black,5.5,Gasoline,LA,WSC,Premium,Alloy,unsp,72,32263.81177
5237,550,unsp,Used,FALSE,70050,70050,7,Silver,5.5,Gasoline,GA,SoA,unsp,Alloy,unsp,51,32337.92501
5238,600,unsp,Used,FALSE,19112,19112,4,unsp,5.5,Gasoline,AL,ESC,Premium,Alloy,unsp,77,83981.89134
5239,550,unsp,CPO,TRUE,25220,25220,7,Silver,5.5,Gasoline,OH,ENC,Premium,Alloy,unsp,47,46492.1411
5240,550,unsp,New,FALSE,13,10000,1,Blue,4.6,Gasoline,NM,Mtn,Premium,Alloy,19,77,111585.1322
5241,550,unsp,Used,FALSE,79280,79280,9,Gold,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,86,26082.80171
5242,550,unsp,Used,TRUE,52504,52504,5,White,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,7,45532.1978
5243,500,unsp,Used,FALSE,98758,98758,16,unsp,5,Gasoline,TX,WSC,unsp,unsp,unsp,35,9244.957275
5244,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,112595.1887
5245,550,unsp,Used,FALSE,85952,85952,9,Black,5.5,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,74,23926.06206
5246,550,unsp,Used,FALSE,110144,110144,8,Black,5.5,Gasoline,NV,Mtn,unsp,Alloy,unsp,43,25505.30594
5247,63 AMG,unsp,CPO,FALSE,37053,37053,5,Black,5.5,Gasoline,OK,WSC,Bang Olufsen,Alloy,unsp,80,72332.22115
5248,550,unsp,New,FALSE,12,10000,2,Blue,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,66,110687.7604
5249,550,unsp,New,FALSE,49,10000,1,Green,4.6,Gasoline,OK,WSC,Premium,Alloy,unsp,65,111932.9183
5250,550,unsp,Used,TRUE,66459,66459,6,White,5.5,Gasoline,NY,Mid,Premium,unsp,unsp,44,40839.0933
5251,550,unsp,CPO,FALSE,17037,17037,3,unsp,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,74,67253.09115
5252,550,unsp,Used,FALSE,29640,29640,3,unsp,4.6,Gasoline,NJ,Mid,unsp,unsp,unsp,33,60601.53856
5253,550,unsp,Used,FALSE,39201,39201,8,White,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,63,39619.79698
5254,550,unsp,New,FALSE,9,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,unsp,unsp,74,111984.2827
5255,550,unsp,New,FALSE,10,10000,1,White,4.6,Gasoline,PA,Mid,Premium,unsp,unsp,74,113058.1987
5256,430,unsp,Used,FALSE,174380,165000,16,Silver,4.3,Gasoline,SC,SoA,unsp,unsp,unsp,5,6821.060865
5257,63 AMG,unsp,Used,FALSE,29933,29933,5,White,5.5,Gasoline,TX,WSC,Premium,Alloy,unsp,74,71703.92576
