"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"6370","6370","550",NA,"Used","f",108250,"2007","White","5.5 L","Gasoline","CA","Pac","Harman Kardon","Steel",NA,78,0,26050.0239843592
"6371","6371","63 AMG",NA,"New","f",295,"2015","White","5.5 L","Gasoline","OR","Pac","Premium",NA,NA,76,0,164815.653959158
"6372","6372","500",NA,"Used","f",99804,"2004","Silver","5.0 L","Gasoline","OR","Pac","Bose",NA,NA,23,0,13267.9034964557
"6373","6373","550",NA,"New","f",7,"2014","Blue","4.6 L","Gasoline","MD","SoA","Premium","Alloy",NA,63,0,111108.352415751
"6374","6374","550",NA,"New","f",14,"2015","Black","4.6 L","Gasoline","TX","WSC",NA,NA,"18",82,0,113123.965136227
"6375","6375","550",NA,"New","f",19,"2015","Black","4.6 L","Gasoline","TN","ESC","Premium","Alloy","18",63,0,112700.529928776
"6376","6376","550",NA,"CPO","f",21077,"2011","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,52872.2625423877
"6377","6377","430",NA,"Used","f",104442,"2000","Black","4.3 L","Gasoline","MA","New","Bose","Alloy",NA,71,0,9318.24113305897
"6378","6378","63 AMG",NA,"Used","f",165772,"2008","Black","6.3 L","Gasoline","ON",NA,NA,"Alloy",NA,53,0,36523.5189705919
"6379","6379","63 AMG",NA,"Used","t",31765,"2013","Black","5.5 L","Gasoline","TX","WSC",NA,"Alloy",NA,36,0,85130.5138527664
"6380","6380","550",NA,"Used","f",30251,"2013","Black","4.6 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,73,0,57373.7042446031
"6381","6381","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",63,0,112037.901769076
"6382","6382","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","OH","ENC","Premium","Alloy","19",79,0,112420.638039479
"6383","6383","550",NA,"Used","t",27959,"2010","Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,22,0,45162.1748235812
"6384","6384","550",NA,"New","f",15,"2015","Black","4.6 L","Gasoline","MA","New",NA,NA,"18",6,0,112524.586520946
"6385","6385","550",NA,"New","f",20,"2015","Black","4.6 L","Gasoline","PA","Mid",NA,NA,"18",121,0,112887.292836518
"6386","6386","550",NA,"New","f",11,"2014","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,64,0,111023.653541635
"6387","6387","350",NA,"Used","t",29520,"2013","Black","3.0 L","Diesel","MA","New","Harman Kardon",NA,NA,95,0,53632.7917351026
"6388","6388","550",NA,"New","f",6,"2015","Black","4.6 L","Gasoline","OH","ENC","Premium","Alloy",NA,54,0,112324.905662085
"6389","6389","550",NA,"Used","f",86121,"2007","Silver","5.5 L","Gasoline","MI","ENC","Harman Kardon","Alloy","18",91,0,26387.8136886977
"6390","6390","500",NA,"Used","f",110332,"2003","Black","5.0 L","Gasoline","NJ","Mid","Bose","Alloy",NA,63,0,11271.656610428
"6391","6391","550",NA,"Used","f",79759,"2007","Silver","5.5 L","Gasoline","PA","Mid","Harman Kardon","Alloy",NA,69,0,26948.3445985596
"6392","6392","550",NA,"New","f",71,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,NA,78,0,113101.577324983
"6393","6393","430",NA,"Used","f",116689,"2002","White","4.3 L","Gasoline","IL","ENC","Bose","Alloy",NA,62,0,9999.17635236567
"6394","6394","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"18",81,0,112473.149691372
"6395","6395","63 AMG",NA,"New","f",4,"2015","Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy","20",79,0,164797.66459421
"6396","6396","550",NA,"Used","f",58412,"2011","White","5.5 L","Gasoline","NY","Mid",NA,NA,NA,17,0,41761.6488777253
"6397","6397","550",NA,"CPO","f",9,"2014","Black","4.6 L","Gasoline","KS","WNC",NA,NA,NA,0,0,107792.128573407
"6398","6398","500",NA,"Used","f",140388,"2000","Black","5.0 L","Gasoline","IL","ENC","Bose","Alloy","16",57,0,7798.65171200651
"6399","6399","550",NA,"Used","f",48593,"2012","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,47174.508077303
"6400","6400","350",NA,"Used","f",40285,"2012","Black","3.0 L","Diesel","GA","SoA","Harman Kardon","Premium",NA,57,0,44198.0462007048
"6401","6401","430",NA,"Used","f",95278,"2006","White","4.3 L","Gasoline","CT","New","Premium","Alloy",NA,56,0,14357.4071016163
"6402","6402","550",NA,"Used","f",76648,"2007","Black","5.5 L","Gasoline","MA","New",NA,NA,NA,5,0,27665.1410941467
"6403","6403","550",NA,"CPO","t",26802,"2012","White","4.6 L","Gasoline","NY","Mid","Harman Kardon","Alloy",NA,73,0,57594.8097217312
"6404","6404","550",NA,"Used","f",70826,"2008","White","5.5 L","Gasoline","VA","SoA","Premium",NA,NA,35,0,31882.4291956765
"6405","6405","550",NA,"CPO","f",28761,"2011","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,7,0,51264.3545918499
"6406","6406","550",NA,"Used","f",69124,"2007","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,0,28417.1913565958
"6407","6407","550",NA,"CPO","f",31795,"2010","Black","5.5 L","Gasoline","VA","SoA","Premium","Alloy",NA,84,0,50012.2802282366
"6408","6408","550",NA,"New","f",7,"2015","Blue","4.6 L","Gasoline","CO","Mtn","Premium","Alloy",NA,71,0,115434.984406298
"6409","6409","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","MA","New",NA,NA,"19",11,0,112415.696211497
"6410","6410","500",NA,"Used","f",112495,"2005","Gray","5.0 L","Gasoline","TX","WSC","Premium",NA,NA,37,0,13188.3724568131
"6411","6411","500",NA,"Used","f",132993,"2003","Black","5.0 L","Gasoline","MO","WNC","Premium","Alloy",NA,54,0,9900.4624211419
"6412","6412","65 AMG",NA,"Used","f",76750,"2006","Silver","6.0 L","Gasoline","IL","ENC",NA,NA,NA,4,0,33340.6120636503
"6413","6413","430",NA,"Used","f",65403,"2004","Black","4.3 L","Gasoline","CA","Pac",NA,"Premium",NA,39,0,15833.832842088
"6414","6414","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","IL","ENC",NA,NA,NA,0,0,112237.618545447
"6415","6415","550",NA,"CPO","t",18030,"2012","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,9,0,58496.5305813856
"6416","6416","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,112480.424431434
"6417","6417","550",NA,"Used","f",83800,"2007","Black","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,52,0,26730.1787044589
"6418","6418","500",NA,"Used","t",82604,"2002","Silver","5.0 L","Gasoline","CA","Pac","Bose","Alloy",NA,58,0,12366.2461575884
"6419","6419","550",NA,"Used","f",93250,"2008","Blue","5.5 L","Gasoline","MA","New","Premium","Alloy",NA,67,0,28695.1185728986
"6420","6420","500",NA,"Used","t",96878,"2003","Black","5.0 L","Gasoline","CA","Pac",NA,"Alloy","17",76,0,12453.6628769387
"6421","6421","550",NA,"Used","f",77663,"2007","Blue","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,59,0,27249.5809328543
"6422","6422","550",NA,"Used","f",61094,"2008","Black","5.5 L","Gasoline","CT","New","Premium",NA,NA,62,0,32098.0813172773
"6423","6423","550",NA,"New","f",14,"2015","Black","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,76,0,112406.995730536
"6424","6424","430",NA,"Used","f",87072,"2000","White","4.3 L","Gasoline","CA","Pac",NA,NA,NA,5,0,11831.0441070864
"6425","6425","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,65,0,112362.652516481
"6426","6426","550",NA,"New","f",10,"2015","Black","4.6 L",NA,"NY","Mid","Premium","Alloy",NA,55,0,112485.351918537
"6427","6427","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","OH","ENC","Premium","Alloy","19",79,0,112277.818527644
"6428","6428","550",NA,"New","f",17,"2015","White","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,74,0,113655.800513546
"6429","6429","63 AMG",NA,"New","f",35,"2015","White","5.5 L","Gasoline","IL","ENC","Premium","Alloy",NA,65,0,165156.3411484
"6430","6430","65 AMG",NA,"Used","t",54568,"2007","Gray","6.0 L","Gasoline","UT","Mtn",NA,NA,NA,68,0,53087.177526459
"6431","6431","550",NA,"Used","f",24339,"2010","White","5.5 L","Gasoline","NJ","Mid","Harman Kardon",NA,NA,26,0,47009.068536425
"6432","6432","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",63,0,112001.78796035
"6433","6433","550",NA,"CPO","f",43772,"2011","Black","5.5 L","Gasoline","AL","ESC",NA,"Alloy",NA,81,0,48483.7110481421
"6434","6434","550",NA,"Used","f",49846,"2007","Black","5.5 L","Gasoline","TN","ESC","Harman Kardon",NA,NA,48,0,30797.074744206
"6435","6435","550",NA,"New","f",54,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112887.297599085
"6436","6436","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,"Alloy","19",85,0,112571.055821268
"6437","6437","550",NA,"CPO","f",28435,"2012","Black","4.6 L","Gasoline","VA","SoA",NA,NA,NA,40,0,55935.5483565998
"6438","6438","550",NA,"CPO","t",32773,"2012","White","4.6 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,7,0,56762.9196029876
"6439","6439","550",NA,"New","f",14,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",74,0,112626.585155846
"6440","6440","550",NA,"New","f",12,"2015",NA,NA,NA,"CA","Pac",NA,NA,NA,0,0,111015.297655019
"6441","6441","550",NA,"New","f",20,"2015","Black","4.6 L","Gasoline","NV","Mtn",NA,NA,"20",10,0,115678.176906547
"6442","6442","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","NY","Mid",NA,NA,NA,30,0,113261.088294137
"6443","6443","550",NA,"Used","f",49900,"2010",NA,"5.5 L","Gasoline","TX","WSC",NA,"Alloy",NA,51,0,40613.1485889481
"6444","6444","350",NA,"CPO","f",5249,"2013","Black","3.0 L","Diesel","GA","SoA","Harman Kardon",NA,NA,43,0,68734.4166892799
"6445","6445","400","Hybrid","Used","f",67080,"2010","Silver","3.5 L","Hybrid","CA","Pac",NA,NA,NA,6,0,35921.6548059588
"6446","6446","550",NA,"Used","f",48509,"2009","White","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,58,0,35349.8116398274
"6447","6447","550",NA,"Used","t",28706,"2012","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","18",70,0,50347.6306656792
"6448","6448","550",NA,"New","f",9,"2015","Blue","4.6 L","Gasoline","MA","New",NA,"Alloy","18",105,0,112533.809029476
"6449","6449","550",NA,"Used","f",171340,"2008","Black","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,42,0,24288.3324112708
"6450","6450","550",NA,"CPO","f",16994,"2012","Black","4.6 L","Gasoline","NH","New","Harman Kardon",NA,NA,50,0,58766.7261019349
"6451","6451","550",NA,"New","f",8,"2015","Blue","4.6 L","Gasoline","CT","New",NA,NA,NA,70,0,112491.512967376
"6452","6452","550",NA,"CPO","f",46948,"2011","Silver","5.5 L","Gasoline","MI","ENC",NA,NA,NA,11,0,48191.2925742934
"6453","6453","500",NA,"Used","f",141678,"2003","Black","5.0 L","Gasoline","TX","WSC",NA,NA,NA,0,0,9734.97060644233
"6454","6454","550",NA,"Used","f",1392,"2014","White","4.6 L","Gasoline","TX","WSC",NA,NA,"18",95,0,101050.473882089
"6455","6455","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,7,0,112394.803316895
"6456","6456","65 AMG",NA,"New","f",4,"2015","Black","6.0 L","Gasoline","CA","Pac",NA,NA,"20",1,0,228638.692273122
"6457","6457","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","OK","WSC",NA,NA,NA,3,0,112815.068153579
"6458","6458","550",NA,"New","f",3,"2015",NA,"4.7 L","Gasoline","CA","Pac",NA,NA,NA,95,0,131104.938082616
"6459","6459","550",NA,"CPO","f",9653,"2013","Black","4.6 L","Gasoline","NV","Mtn",NA,NA,NA,5,0,68423.1755703796
"6460","6460","500",NA,"Used","f",82826,"2002","Blue","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,51,0,12228.7678890422
"6461","6461","550",NA,"CPO","f",22073,"2013","Silver","4.6 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,39,0,64139.0435887492
"6462","6462","550",NA,"Used","f",36471,"2010","Black","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,2,0,43167.6267774889
"6463","6463","550",NA,"CPO","f",66838,"2009","Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,67,0,41766.5775573635
"6464","6464","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,55,0,112485.351918537
"6465","6465","500",NA,"Used","f",124355,"2002","Black","5.0 L","Gasoline","CA","Pac","Premium",NA,NA,41,0,9577.53784889831
"6466","6466","600",NA,"Used","f",94591,"2003","Silver","5.5 L","Gasoline","VA","SoA",NA,NA,NA,1,0,18110.5407975865
"6467","6467","550",NA,"CPO","t",22768,"2012","Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,34,0,57233.4718443344
"6468","6468","550",NA,"CPO","t",17823,"2012","Black","4.6 L","Gasoline","NY","Mid",NA,"Alloy",NA,50,0,58455.2331815659
"6469","6469","550",NA,"CPO","t",27758,"2012","Silver","4.6 L","Gasoline","MD","SoA","Harman Kardon","Alloy",NA,55,0,55868.6369566461
"6470","6470","63 AMG",NA,"Used","f",60028,"2009","Black","6.3 L","Gasoline","MI","ENC",NA,"Alloy",NA,53,0,48731.4336962587
"6471","6471","65 AMG",NA,"CPO","t",31381,"2012","Black","6.0 L","Gasoline","TX","WSC","Bang Olufsen","Alloy",NA,67,0,105704.616695953
"6472","6472","550",NA,"Used","f",84416,"2007","Gray","5.5 L","Gasoline","MI","ENC",NA,NA,NA,19,0,26962.4994465113
"6473","6473","550",NA,"New","f",19,"2015","Black","4.6 L","Gasoline","MA","New",NA,NA,"19",12,0,112635.412263173
"6474","6474","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",82,0,113323.492576854
"6475","6475","550",NA,"Used","t",19457,"2012","White","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,36,0,54576.4626239834
"6476","6476","63 AMG",NA,"New","f",14,"2015","Black","5.5 L","Gasoline","CO","Mtn","Premium","Alloy",NA,77,0,167532.677943859
"6477","6477","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"18",86,0,113498.861563438
"6478","6478","550",NA,"New","f",12,"2014","Silver","4.6 L","Gasoline","GA","SoA","Premium","Alloy",NA,68,0,110853.748972515
"6479","6479","550",NA,"CPO","f",25850,"2011","Black","5.5 L","Gasoline","OR","Pac","Harman Kardon","Alloy",NA,82,0,51646.465490512
"6480","6480","350",NA,"CPO","f",24130,"2012","Black","3.0 L","Diesel","IL","ENC","Premium","Alloy",NA,74,0,53575.4754944015
"6481","6481","63 AMG",NA,"New","f",12,"2015","Black","5.5 L","Gasoline","GA","SoA","Premium","Alloy","20",70,0,164513.138999388
"6482","6482","430",NA,"Used","f",59780,"2000","Silver","4.3 L","Gasoline","VA","SoA",NA,NA,NA,6,0,13491.0062524459
"6483","6483","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,NA,74,0,112402.175797097
"6484","6484","430",NA,"Used","f",48884,"2001","Silver","4.3 L","Gasoline","AL","ESC",NA,"Alloy",NA,27,0,14678.8493686857
"6485","6485","550",NA,"CPO","f",18942,"2012","Red","4.6 L","Gasoline","TX","WSC","Bang Olufsen",NA,NA,66,0,60953.5166060098
"6486","6486","550",NA,"CPO","t",33261,"2013","White","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,74,0,63754.1548035824
"6487","6487","550",NA,"New","f",6,"2015",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,NA,2,0,112185.241868672
"6488","6488","550",NA,"CPO","t",26670,"2012","White","4.6 L","Gasoline","OH","ENC","Premium","Alloy",NA,78,0,57621.6612186644
"6489","6489","550",NA,"New","f",6,"2014","Silver","4.6 L","Gasoline","MN","WNC","Premium","Alloy",NA,50,0,111011.525733669
"6490","6490","550",NA,"New","f",36,"2015","Black","4.7 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,135493.911927322
"6491","6491","550",NA,"Used","f",60671,"2010","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon","Premium",NA,52,0,39283.4122684363
"6492","6492","550",NA,"New","f",14,"2015","Silver","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,66,0,112468.870440497
"6493","6493","550",NA,"Used","f",55750,"2010","Black","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,51,0,39803.4606783246
"6494","6494","550",NA,"Used","f",8536,"2012","Gray","4.6 L","Gasoline","OK","WSC","Premium","Alloy",NA,67,0,58654.9003253359
"6495","6495","550",NA,"Used","f",112712,"2007","Black","5.5 L","Gasoline","MD","SoA",NA,NA,NA,24,0,24819.4018495938
"6496","6496","550",NA,"Used","f",18163,"2013","White","4.6 L","Gasoline","OH","ENC","Harman Kardon","Alloy",NA,74,0,61888.772847311
"6497","6497","550",NA,"New","f",23,"2015","Black","4.6 L","Gasoline","GA","SoA","Premium","Alloy","20",75,0,112771.762695564
"6498","6498","500",NA,"Used","f",98372,"2001","Silver","5.0 L","Gasoline","IL","ENC",NA,"Alloy",NA,54,0,10224.8669640563
"6499","6499","500",NA,"Used","f",72336,"2005","Black","5.0 L","Gasoline","IL","ENC",NA,NA,NA,5,0,16418.6445840697
"6500","6500","550",NA,"Used","f",125320,"2007","Blue","5.5 L","Gasoline","MI","ENC","Premium","Alloy",NA,41,0,23753.1767059152
"6501","6501","550",NA,"Used","f",19850,"2011","Silver","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,4,0,48577.2497091109
"6502","6502","550",NA,"New","f",25,"2015","Black","4.6 L","Gasoline","MA","New",NA,NA,NA,76,0,112891.007222458
"6503","6503","550",NA,"New","f",1,"2015","Blue","4.6 L","Gasoline","PA","Mid","Premium",NA,NA,72,0,111804.93029626
"6504","6504","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,64,0,110833.75005985
"6505","6505","550",NA,"New","f",5,"2014","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,111091.388775028
"6506","6506","550",NA,"CPO","f",31656,"2012","Silver","4.6 L","Gasoline","NC","SoA",NA,NA,NA,5,0,55209.3437651467
"6507","6507","550",NA,"Used","t",12214,"2013","Black","4.6 L","Gasoline","NC","SoA","Harman Kardon","Alloy",NA,75,0,63008.5382332689
"6508","6508","420",NA,"Used","f",114078,"1997","Black","4.2 L","Gasoline","IN","ENC","Premium","Alloy",NA,54,0,8459.96083164202
"6509","6509","550",NA,"Used","t",14617,"2013","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,91,0,62259.6407921231
"6510","6510","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,58,0,112491.567235737
"6511","6511","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","MA","New",NA,"Alloy","18",106,0,112399.548191788
"6512","6512","550",NA,"New","f",14,"2015","Silver","4.6 L","Gasoline","TN","ESC",NA,NA,NA,1,0,112313.502212763
"6513","6513","550",NA,"Used","f",40284,"2009","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,77,0,36393.3553485309
"6514","6514","430",NA,"Used","f",31842,"2000","Silver","4.3 L","Gasoline","CA","Pac","Bose","Alloy",NA,62,0,17851.3686449884
"6515","6515","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"18",87,0,112483.34519956
"6516","6516","550",NA,"New","f",17,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111001.179083917
"6517","6517","63 AMG",NA,"New","f",65,"2014","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,0,156334.592202369
"6518","6518","550",NA,"Used","f",57514,"2008","White","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,54,0,33435.2575852604
"6519","6519","430",NA,"Used","f",148400,"2002","Black","4.3 L","Gasoline","CA","Pac","Premium",NA,NA,38,0,7645.69870424162
"6520","6520","550",NA,"Used","f",94871,"2011","Black","5.5 L","Gasoline","NC","SoA",NA,NA,NA,4,0,37295.4465236778
"6521","6521","350",NA,"New","f",16,"2013","Black","3.0 L","Diesel","MO","WNC","Harman Kardon","Alloy","18",51,0,102982.920551202
"6522","6522","550",NA,"Used","f",117373,"2008","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,52,0,26731.4165129947
"6523","6523","550",NA,"CPO","t",44413,"2011","White","5.5 L","Gasoline","IL","ENC","Premium","Alloy",NA,73,0,49506.063993888
"6524","6524","550",NA,"Used","f",53839,"2012","Gray","4.6 L","Gasoline","GA","SoA",NA,NA,NA,10,0,46447.8444059466
"6525","6525","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,71,0,113303.896410712
"6526","6526","550",NA,"CPO","f",43538,"2010","White","5.5 L","Gasoline","NY","Mid",NA,NA,NA,59,0,49326.2545828061
"6527","6527","500",NA,"Used","f",97413,"2000","Black","5.0 L","Gasoline","OH","ENC",NA,"Alloy",NA,21,0,10481.182239995
"6528","6528","63 AMG",NA,"Used","t",18128,"2012","Silver","5.5 L","Gasoline","GA","SoA","Premium","Alloy",NA,75,0,78223.3865897574
"6529","6529","550",NA,"CPO","t",10319,"2013","Silver","4.6 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,47,0,68101.1255042232
"6530","6530","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111968.415837689
"6531","6531","550",NA,"Used","f",37196,"2010","Black","5.5 L","Gasoline","TN","ESC","Harman Kardon",NA,NA,55,0,43024.3535236072
"6532","6532","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","CO","Mtn",NA,NA,NA,61,0,111199.490931078
"6533","6533","550",NA,"Used","f",33722,"2010","Black","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,62,0,43475.3453838416
"6534","6534","550",NA,"CPO","f",38405,"2010","Blue","5.5 L","Gasoline","NC","SoA",NA,"Alloy",NA,82,0,48843.5902982504
"6535","6535","550",NA,"Used","t",86903,"2008","Red","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,77,0,29471.9658714182
"6536","6536","350",NA,"CPO","f",33057,"2012","Silver","3.0 L","Diesel","VA","SoA",NA,NA,NA,6,0,51870.3436502157
"6537","6537","550",NA,"Used","t",33329,"2012","Black","4.6 L","Gasoline","MA","New",NA,NA,NA,0,0,49919.1943404476
"6538","6538","550",NA,"Used","f",17756,"2013","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,0,62623.7165722559
"6539","6539","550",NA,"New","f",10,"2014","White","4.6 L","Gasoline","GA","SoA",NA,NA,NA,15,0,111992.154762342
"6540","6540","500",NA,"Used","t",106247,"1996","Gold","5.0 L","Gasoline","SC","SoA",NA,NA,NA,0,0,10579.9560172331
"6541","6541","550",NA,"Used","f",148764,"2008","Black","5.5 L","Gasoline","NC","SoA","Premium","Alloy","19",43,0,25280.3985415525
