,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,Actual,Boosting,Lasso,
1639,500,unsp,Used,f,77785,2000,Black,5.0 L,Gasoline,TX,WSC,unsp,Alloy,unsp,30,"7,988","10,875","12,133","2,887"
2441,550,unsp,Used,t,6777,2015,Silver,4.6 L,Gasoline,TX,WSC,Premium,unsp,18,103,"95,950","98,837","108,324","2,887"
7835,500,unsp,Used,f,75012,2006,Gray,5.0 L,Gasoline,WI,ENC,unsp,unsp,unsp,0,"16,495","19,381","16,153","2,886"
465,350,unsp,Used,f,78580,2006,Black,3.7 L,Gasoline,TX,WSC,unsp,unsp,unsp,53,"12,555","15,439","17,787","2,884"
7433,500,unsp,Used,f,188814,1998,White,5.0 L,Gasoline,KY,ESC,unsp,Alloy,unsp,18,"3,995","6,878","8,008","2,883"
3647,500,unsp,Used,t,112446,2002,Silver,5.0 L,Gasoline,NH,New,unsp,unsp,unsp,30,"5,995","8,878","10,402","2,883"
9546,550,unsp,CPO,f,44718,2010,Black,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,80,"47,966","45,084","48,233","2,882"
5116,550,unsp,Used,f,95766,2008,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,42,"29,995","27,114","28,537","2,881"
8925,550,unsp,Used,f,28325,2011,Gray,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,18,76,"44,891","47,772","45,874","2,881"
7436,550,unsp,New,f,11,2015,unsp,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"108,660","111,540","112,055","2,880"
6741,550,unsp,Used,f,86088,2007,Silver,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,89,"20,999","23,878","26,358","2,879"
3706,550,unsp,Used,f,56770,2011,Silver,5.5 L,Gasoline,CT,New,Harman Kardon,unsp,unsp,87,"39,995","42,874","41,831","2,879"
9530,550,unsp,CPO,t,26075,2012,Black,4.6 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,82,"61,985","59,106","56,352","2,879"
8555,550,unsp,Used,f,118003,2007,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,68,"24,995","22,117","24,087","2,878"
8953,63 AMG,unsp,New,f,12,2015,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,20,79,"159,225","162,101","164,592","2,876"
8167,550,unsp,New,f,9,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"107,960","110,836","111,732","2,876"
5560,550,unsp,Used,f,49024,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,54,"41,999","44,873","42,103","2,874"
3565,550,unsp,Used,f,59543,2007,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,95,"29,998","27,125","29,466","2,873"
906,550,unsp,Used,t,20107,2012,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,62,"53,995","56,867","53,062","2,872"
2475,550,unsp,Used,f,137544,2007,Black,5.5 L,Gasoline,NV,Mtn,unsp,Alloy,unsp,48,"18,999","21,870","23,111","2,871"
6777,550,unsp,CPO,f,33265,2010,Black,5.5 L,Gasoline,OK,WSC,unsp,unsp,unsp,1,"47,988","50,859","50,038","2,871"
9001,550,unsp,New,f,14,2015,Silver,4.6 L,Gasoline,MN,WNC,Premium,Alloy,19,62,"108,855","111,725","112,461","2,870"
6518,550,unsp,Used,f,57514,2008,White,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,54,"30,980","33,849","33,435","2,869"
1208,550,unsp,Used,f,84054,2007,Silver,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,6,"27,890","25,023","26,532","2,867"
541,550,unsp,Used,f,71534,2007,Gray,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,54,"23,995","26,860","27,886","2,865"
4489,550,unsp,Used,f,32039,2012,unsp,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,0,"54,998","57,862","49,979","2,864"
9655,430,unsp,Used,f,69885,2006,Black,4.3 L,Gasoline,VA,SoA,unsp,Alloy,17,78,"18,994","16,130","15,686","2,864"
9766,550,unsp,New,f,12,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,48,"116,350","113,488","113,198","2,862"
9814,550,unsp,CPO,f,36591,2011,Silver,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,36,"55,995","53,133","49,646","2,862"
8241,420,unsp,Used,f,148516,1997,White,4.2 L,Gasoline,CA,Pac,unsp,Alloy,unsp,36,"3,950","6,811","7,431","2,861"
827,550,unsp,Used,f,92688,2008,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,101,"23,995","26,856","29,064","2,861"
5406,63 AMG,unsp,Used,f,64123,2008,Silver,6.3 L,Gasoline,CA,Pac,Premium,unsp,unsp,19,"39,888","42,748","44,115","2,860"
582,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,AL,ESC,unsp,unsp,unsp,1,"114,755","111,895","111,968","2,860"
7009,550,unsp,Used,f,45151,2013,Silver,4.6 L,Gasoline,MD,SoA,unsp,unsp,unsp,34,"56,443","53,583","54,720","2,860"
7799,550,unsp,New,f,61,2014,Black,4.6 L,Gasoline,WV,SoA,Premium,Alloy,unsp,66,"115,575","112,715","110,641","2,860"
9258,550,unsp,New,f,1,2014,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,3,"110,375","113,235","111,541","2,860"
5104,550,unsp,CPO,f,37504,2011,White,5.5 L,Gasoline,NC,SoA,Premium,Alloy,unsp,35,"56,988","54,128","50,274","2,860"
1185,550,unsp,Used,f,27901,2011,White,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,36,"54,995","52,136","46,824","2,859"
8076,430,unsp,Used,f,84613,2004,Silver,4.3 L,Gasoline,WA,Pac,Premium,Alloy,unsp,48,"14,998","12,139","13,531","2,859"
7573,550,unsp,Used,f,71308,2008,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,49,"28,999","31,857","30,373","2,858"
6256,550,unsp,Used,f,44607,2011,White,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,24,"49,992","47,135","43,724","2,857"
929,550,unsp,Used,f,63328,2007,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,40,"30,997","28,141","29,018","2,856"
8063,63 AMG,unsp,Used,f,12531,2010,White,6.3 L,Gasoline,MD,SoA,unsp,Alloy,unsp,78,"66,988","64,133","67,945","2,855"
4,550,unsp,New,f,10,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,61,"107,865","110,720","110,814","2,855"
9264,320,unsp,Used,f,78741,1995,Silver,3.2 L,Gasoline,CO,Mtn,unsp,Alloy,unsp,32,"5,329","8,184","10,065","2,855"
5155,430,unsp,Used,f,101635,2006,Silver,4.3 L,Gasoline,WA,Pac,Bose,Alloy,unsp,29,"16,888","14,034","12,845","2,854"
4920,420,unsp,Used,f,89000,1994,Black,4.2 L,Gasoline,NY,Mid,Premium,Alloy,unsp,28,"3,950","6,803","9,246","2,853"
5880,550,unsp,Used,f,63170,2012,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,17,"43,595","46,447","45,408","2,852"
9334,430,unsp,Used,f,142459,2000,Blue,4.3 L,Gasoline,NY,Mid,Bose,Alloy,unsp,73,"1,800","4,652","7,013","2,852"
8344,550,unsp,Used,f,76848,2008,Gray,5.5 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,60,"26,999","29,851","30,145","2,852"
4817,430,unsp,Used,t,81371,2005,Black,4.3 L,Gasoline,VA,SoA,Premium,Alloy,unsp,62,"16,900","14,048","14,798","2,852"
7057,550,unsp,Used,t,64706,2007,Gray,5.5 L,Gasoline,OR,Pac,unsp,unsp,unsp,8,"29,990","27,140","29,117","2,850"
9747,550,unsp,Used,t,14552,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,94,"56,450","53,601","50,928","2,849"
7093,550,unsp,CPO,f,5720,2013,Green,4.6 L,Gasoline,IL,ENC,Premium,Alloy,19,75,"69,991","72,840","70,804","2,849"
2483,500,unsp,Used,f,34988,2002,Black,5.0 L,Gasoline,MD,SoA,Bose,Alloy,unsp,56,"17,977","15,129","18,555","2,848"
5454,500,unsp,Used,f,124427,2005,Silver,5.0 L,Gasoline,AZ,Mtn,unsp,Alloy,unsp,60,"8,995","11,840","12,013","2,845"
5207,500,unsp,Used,f,148073,2006,Beige,5.0 L,Gasoline,CO,Mtn,Bose,Alloy,unsp,48,"10,490","13,334","10,878","2,844"
4612,550,unsp,New,f,13,2014,Black,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,64,"108,125","110,969","111,052","2,844"
9220,550,unsp,CPO,f,40561,2010,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,Alloy,18,105,"42,997","45,840","48,585","2,843"
1305,550,unsp,Used,f,47394,2008,Gray,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,14,"31,884","34,724","33,358","2,840"
3871,550,unsp,Used,f,76844,2008,Silver,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,81,"26,500","29,338","29,965","2,838"
4987,500,unsp,Used,f,122623,2000,Silver,5.0 L,Gasoline,NV,Mtn,Premium,unsp,unsp,43,"4,900","7,737","8,944","2,837"
2546,500,unsp,Used,f,81630,2006,Black,5.0 L,Gasoline,TX,WSC,Bose,unsp,17,98,"13,995","16,831","15,534","2,836"
3609,550,unsp,Used,f,52616,2012,Black,4.6 L,Gasoline,VA,SoA,Harman Kardon,Alloy,unsp,61,"44,777","47,610","46,329","2,833"
6326,550,unsp,New,f,30,2015,White,4.7 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"138,210","135,378","135,896","2,832"
5046,550,unsp,Used,f,61111,2007,Black,5.5 L,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,63,"30,990","28,159","29,036","2,831"
7128,550,unsp,Used,t,60009,2010,Black,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,52,"36,900","39,730","39,724","2,830"
8085,550,unsp,Used,t,17136,2012,Blue,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,5,"54,900","57,730","54,040","2,830"
4558,550,unsp,New,f,7,2015,Silver,4.6 L,Gasoline,NV,Mtn,unsp,unsp,19,10,"106,275","109,105","115,183","2,830"
9785,550,unsp,New,f,48,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,73,"109,275","112,104","113,007","2,829"
8175,550,unsp,New,f,1,2015,Black,4.6 L,Gasoline,CT,New,unsp,unsp,18,79,"114,575","111,748","111,817","2,827"
7659,550,unsp,Used,t,51065,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,8,"41,305","44,131","41,740","2,826"
2417,430,unsp,Used,f,164823,2003,Black,4.3 L,Gasoline,GA,SoA,unsp,Alloy,unsp,22,"6,499","9,323","7,650","2,824"
9821,500,unsp,Used,f,110026,2006,Brown,5.0 L,Gasoline,CA,Pac,unsp,unsp,unsp,8,"16,595","13,772","13,351","2,823"
561,550,unsp,CPO,t,38433,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,62,"49,998","52,818","49,331","2,820"
2467,550,unsp,New,f,99,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,64,"113,750","110,930","110,550","2,820"
7490,550,unsp,CPO,f,18217,2011,Red,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,1,"61,250","58,430","54,897","2,820"
3233,550,unsp,Used,f,79410,2010,Black,5.5 L,Gasoline,VA,SoA,Premium,unsp,unsp,41,"39,998","37,179","37,466","2,819"
1595,550,unsp,CPO,t,25700,2013,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,69,"69,877","67,059","65,036","2,818"
3845,550,unsp,CPO,t,16301,2013,White,4.6 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,78,"64,925","67,742","67,267","2,817"
7622,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,PA,Mid,Premium,Alloy,19,74,"107,735","110,552","112,379","2,817"
7513,550,unsp,Used,t,57956,2011,White,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,6,"40,990","43,807","41,999","2,817"
3294,550,unsp,CPO,t,6914,2012,Gray,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,77,"66,988","64,171","63,605","2,817"
7645,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,"116,085","113,268","112,238","2,817"
2760,550,unsp,Used,f,35860,2009,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,53,"41,982","39,166","37,240","2,816"
1865,500,unsp,Used,f,74737,2005,Silver,5.0 L,Gasoline,GA,SoA,unsp,unsp,unsp,0,"14,950","17,766","15,999","2,816"
4187,550,unsp,New,f,3000,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,57,"107,735","110,549","114,115","2,814"
4710,550,unsp,New,f,12,2015,Gray,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,56,"110,435","113,249","119,729","2,814"
3411,550,unsp,New,f,36,2015,Blue,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,3,"116,835","114,022","112,784","2,813"
1430,550,unsp,Used,f,56329,2009,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,6,"37,989","35,178","33,916","2,811"
1146,550,unsp,CPO,f,24918,2012,unsp,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,82,"54,970","57,781","56,432","2,811"
8446,63 AMG,unsp,CPO,f,18402,2012,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,60,"89,718","86,908","86,164","2,810"
6630,500,unsp,Used,f,128546,2001,Blue,5.0 L,Gasoline,MD,SoA,Premium,unsp,unsp,36,"9,995","7,186","8,623","2,809"
152,550,unsp,New,f,7,2015,White,4.6 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,68,"110,080","112,889","116,333","2,809"
1163,550,unsp,Used,f,48831,2010,White,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"46,991","44,183","41,941","2,808"
7414,550,unsp,New,f,2,2015,Silver,4.6 L,Gasoline,IN,ENC,Premium,unsp,unsp,75,"115,965","113,157","111,900","2,808"
3119,550,unsp,Used,f,63600,2008,Black,5.5 L,Gasoline,NV,Mtn,unsp,unsp,unsp,11,"34,900","32,092","31,805","2,808"
1626,550,unsp,CPO,f,41079,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,14,"54,891","52,084","48,990","2,807"
6611,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"112,960","110,153","111,091","2,807"
2192,550,unsp,Used,t,57450,2010,Blue,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,21,"36,777","39,583","40,042","2,806"
4775,550,unsp,Used,f,85592,2009,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,18,48,"31,988","29,184","30,584","2,804"
6625,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,60,"108,555","111,358","112,353","2,803"
415,550,unsp,New,f,5,2015,unsp,4.6 L,Gasoline,NJ,Mid,unsp,Alloy,18,90,"113,720","116,523","112,335","2,803"
41,550,unsp,Used,f,74561,2007,Silver,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,18,"24,850","27,652","27,403","2,802"
5607,550,unsp,New,f,12,2015,Blue,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,78,"110,085","112,887","112,641","2,802"
8218,550,unsp,Used,f,42068,2010,White,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"43,991","46,792","43,026","2,801"
7652,550,unsp,Used,f,84769,2007,Gray,5.5 L,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,104,"26,880","24,079","26,894","2,801"
7044,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,IL,ENC,Premium,Alloy,19,80,"114,225","111,424","112,422","2,801"
966,550,unsp,Used,f,42508,2010,Black,5.5 L,Gasoline,WI,ENC,Harman Kardon,Alloy,unsp,51,"46,990","44,190","41,784","2,800"
9732,550,unsp,Used,t,29370,2009,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,"35,994","38,793","38,638","2,799"
4948,320,unsp,Used,f,101412,1999,Gold,3.2 L,Gasoline,FL,SoA,unsp,Alloy,unsp,27,"3,995","6,793","9,548","2,798"
5329,550,unsp,Used,f,40454,2011,Silver,5.5 L,Gasoline,TN,ESC,unsp,Alloy,unsp,60,"44,999","47,793","43,128","2,794"
885,550,unsp,CPO,f,63505,2009,Silver,5.5 L,Gasoline,CO,Mtn,unsp,unsp,unsp,30,"34,994","37,788","42,210","2,794"
1340,550,unsp,Used,f,28215,2011,White,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,4,"48,990","51,783","47,024","2,793"
3864,320,unsp,Used,f,118470,1996,Silver,3.2 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,16,"2,700","5,489","7,440","2,789"
2675,550,unsp,New,f,12,2015,unsp,4.6 L,Gasoline,CO,Mtn,Premium,unsp,unsp,74,"116,815","114,027","115,676","2,788"
2222,550,unsp,Used,f,20656,2010,Black,5.5 L,Gasoline,MS,ESC,unsp,unsp,unsp,54,"47,905","50,693","47,306","2,788"
3544,63 AMG,unsp,Used,f,42723,2010,Black,6.3 L,Gasoline,IL,ENC,Premium,Alloy,unsp,75,"54,990","57,777","57,451","2,787"
4038,550,unsp,Used,t,45691,2010,Blue,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,26,"44,991","42,205","41,389","2,786"
5734,500,unsp,Used,t,19233,2006,Black,5.0 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,41,"22,975","25,760","26,056","2,785"
9501,550,unsp,CPO,f,22077,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,74,"52,900","55,685","52,532","2,785"
6713,550,unsp,Used,f,21365,2013,Gray,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,94,"56,995","59,779","59,682","2,784"
3602,600,unsp,Used,f,94237,2001,Black,5.8 L,Gasoline,CA,Pac,Premium,Alloy,unsp,58,"11,999","9,215","13,339","2,784"
1389,600,unsp,Used,f,105015,1995,White,6.0 L,Gasoline,CA,Pac,unsp,Alloy,unsp,17,"6,995","9,779","17,666","2,784"
7836,550,unsp,Used,f,113479,2007,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,59,"19,995","22,778","24,334","2,783"
8839,550,unsp,Used,f,73289,2012,Black,4.6 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,53,"40,989","43,772","44,088","2,783"
6843,550,unsp,CPO,f,17275,2012,Black,4.6 L,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,65,"59,995","62,777","58,432","2,782"
6349,550,unsp,CPO,t,16965,2012,Black,4.6 L,Gasoline,MN,WNC,Bose,Alloy,unsp,102,"56,750","59,532","58,724","2,782"
8388,550,unsp,New,f,8,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,64,"113,750","110,968","111,092","2,782"
8321,600,unsp,Used,f,43394,2009,Silver,5.5 L,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,77,"49,750","46,968","34,699","2,782"
596,500,unsp,Used,f,142038,1995,Black,5.0 L,Gasoline,CA,Pac,Premium,Alloy,unsp,28,"3,100","5,882","7,589","2,782"
3535,430,unsp,Used,f,86123,2004,Gold,4.3 L,Gasoline,FL,SoA,unsp,unsp,unsp,5,"9,995","12,776","13,512","2,781"
7161,550,unsp,CPO,f,31181,2010,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,83,"45,995","48,774","50,129","2,779"
9004,550,unsp,Used,f,52347,2010,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,60,"38,895","41,674","40,537","2,779"
1543,550,unsp,Used,f,76354,2008,Blue,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,18,56,"26,875","29,654","30,156","2,779"
6108,550,unsp,New,f,7,2014,Black,4.6 L,Gasoline,NV,Mtn,unsp,unsp,unsp,6,"112,960","110,183","111,170","2,777"
1823,55 AMG,unsp,Used,f,65866,2006,Black,5.4 L,Gasoline,NC,SoA,unsp,unsp,unsp,19,"25,000","22,224","21,553","2,776"
7663,63 AMG,unsp,Used,f,13123,2012,Black,5.5 L,Gasoline,FL,SoA,Bang Olufsen,unsp,unsp,5,"89,500","92,274","83,267","2,774"
4492,550,unsp,Used,t,28046,2010,Silver,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,76,"47,995","45,221","44,566","2,774"
6332,550,unsp,CPO,t,9638,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,55,"58,981","61,755","57,841","2,774"
6024,430,unsp,Used,f,106000,2006,White,4.3 L,Gasoline,GA,SoA,unsp,unsp,unsp,6,"11,999","14,772","13,831","2,773"
4051,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,83,"116,545","113,772","112,521","2,773"
3655,550,unsp,Used,f,79943,2007,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,86,"27,991","25,219","27,359","2,772"
7164,500,unsp,Used,f,39419,2006,White,5.0 L,Gasoline,FL,SoA,unsp,Alloy,unsp,54,"20,995","23,766","21,174","2,771"
5568,550,unsp,New,f,11,2015,Blue,4.6 L,Gasoline,MO,WNC,unsp,Alloy,unsp,77,"108,815","111,586","112,550","2,771"
7977,550,unsp,Used,f,95218,2007,Silver,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,73,"20,999","23,768","25,624","2,769"
8297,550,unsp,Used,f,69856,2007,White,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,73,"24,895","27,664","28,920","2,769"
6754,500,unsp,Used,f,85968,1997,Silver,5.0 L,Gasoline,IL,ENC,Premium,Alloy,unsp,44,"6,000","8,768","11,648","2,768"
6899,550,unsp,Used,f,81397,2007,Black,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,65,"23,990","26,758","27,228","2,768"
1345,600,unsp,Used,t,38274,2010,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,74,"61,896","59,128","57,287","2,768"
983,550,unsp,Used,f,91246,2007,Silver,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,35,"27,995","25,227","26,253","2,768"
3235,550,unsp,Used,f,77193,2007,White,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,50,"24,977","27,743","28,193","2,766"
310,430,unsp,Used,f,130532,2003,Silver,4.3 L,Gasoline,MO,WNC,Bose,Alloy,unsp,35,"11,995","9,231","9,251","2,764"
7790,350,unsp,Used,f,107420,2006,Silver,3.7 L,Gasoline,NC,SoA,Premium,Alloy,unsp,58,"14,977","12,213","15,037","2,764"
6951,550,unsp,New,f,9,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,49,"116,350","113,587","113,105","2,763"
6149,400,Hybrid,Used,f,19900,2011,Silver,3.5 L,Hybrid,CA,Pac,Harman Kardon,Alloy,unsp,60,"48,995","46,232","45,768","2,763"
1638,550,unsp,Used,f,17066,2013,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,70,"59,911","62,673","60,436","2,762"
36,400,Hybrid,Used,t,60146,2010,Black,3.5 L,Hybrid,MD,SoA,Premium,Alloy,unsp,63,"35,988","33,226","36,774","2,762"
1800,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,23,"114,475","111,713","111,199","2,762"
9395,550,unsp,Used,f,99645,2007,Silver,5.5 L,Gasoline,IN,ENC,unsp,Alloy,unsp,48,"20,995","23,757","25,322","2,762"
8430,550,unsp,Used,t,16334,2013,White,4.6 L,Gasoline,MO,WNC,unsp,Alloy,unsp,26,"67,960","65,198","62,749","2,762"
2043,550,unsp,CPO,t,18247,2012,Black,4.6 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,28,"64,991","62,229","58,327","2,762"
5042,550,unsp,Used,f,27252,2009,White,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,26,"44,996","42,235","40,136","2,761"
5914,65 AMG,unsp,Used,f,65400,2007,Black,6.0 L,Gasoline,OH,ENC,unsp,Alloy,unsp,57,"44,870","47,630","51,274","2,760"
6264,550,unsp,Used,f,74082,2007,unsp,5.5 L,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,78,"28,998","26,238","27,913","2,760"
338,400,Hybrid,CPO,f,23931,2010,White,3.5 L,Hybrid,TX,WSC,unsp,unsp,unsp,15,"46,995","49,754","50,354","2,759"
8772,600,unsp,Used,f,125935,2003,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"12,900","15,659","16,066","2,759"
5860,550,unsp,New,f,23,2015,Black,4.6 L,Gasoline,MN,WNC,Premium,Alloy,20,61,"110,875","113,632","112,756","2,757"
7999,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,NV,Mtn,unsp,unsp,20,10,"112,540","109,785","115,446","2,755"
9604,550,unsp,Used,f,101864,2008,Black,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,43,"29,985","27,231","28,338","2,754"
2122,550,unsp,New,f,14,2014,Black,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,66,"108,815","111,569","110,748","2,754"
7293,430,unsp,Used,f,93321,2002,Purple,4.3 L,Gasoline,IL,ENC,unsp,Alloy,unsp,49,"10,500","7,747","10,734","2,753"
7311,400,Hybrid,Used,f,4298,2012,Silver,3.5 L,Hybrid,NJ,Mid,Harman Kardon,unsp,unsp,62,"58,995","61,748","53,967","2,753"
6835,430,unsp,Used,f,87555,2002,unsp,4.3 L,Gasoline,NC,SoA,unsp,Alloy,unsp,71,"13,000","10,248","11,161","2,752"
965,550,unsp,Used,f,48644,2007,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,33,"32,971","30,220","30,560","2,751"
7654,550,unsp,CPO,t,34125,2011,White,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,57,"57,995","55,247","51,083","2,748"
3157,550,unsp,New,f,25,2015,Silver,4.6 L,Gasoline,HI,Pac,Premium,Alloy,unsp,68,"109,265","112,013","112,652","2,748"
3118,430,unsp,Used,f,208904,2000,Black,4.3 L,Gasoline,GA,SoA,unsp,unsp,unsp,9,"7,950","5,202","4,522","2,748"
9990,550,unsp,New,f,16,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"108,510","111,257","111,620","2,747"
5008,550,unsp,Used,f,88816,2008,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,56,"25,995","28,742","29,375","2,747"
5409,550,unsp,CPO,f,18914,2013,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,79,"68,900","66,155","64,521","2,745"
2214,550,unsp,CPO,t,8764,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,unsp,57,"64,995","67,740","62,005","2,745"
997,550,unsp,New,f,24,2015,Silver,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,76,"115,205","112,462","112,443","2,743"
5443,550,unsp,Used,f,72787,2007,Black,5.5 L,Gasoline,MI,ENC,Harman Kardon,Alloy,unsp,60,"29,995","27,254","27,759","2,741"
